index,name,url_token,headline,follower_count,gender,answer_count,sideItem
922,MAX户外,maxhu-wai,「MAX户外APP」户外生活第一站 满足您户外活动的一切需求,8187,-1,70,已认证的官方帐号
923,旅行小管家,lucyttt,攻略小能手，旅行小管家，发射爱与自由的电波~~~,16,0,0,0
924,知乎旅行,zhi-hu-lu-xing-96,玩转世界的另一种视角,78069,-1,1,已认证的官方帐号
925,张昕宇梁红,ontheroad270,环球探险家，一对青梅竹马的侣行夫妇。,355907,1,40,环球探险家，代表作《我们的侣行》
926,刺猬体验,ci-wei-ti-yan-89,义工旅行，遇见另一种生活！,534,-1,3,已认证的官方帐号
927,菜菜美食日记,cai-cai-mei-shi-ri-ji,江湖人称“菜三碗” ，三碗，不是饭量，是态度呐~,217263,-1,206,已认证的官方帐号
928,北辰青年,bei-chen-qing-nian-84,公众号「北辰青年未来大学」，致力于青年人成长,7498,-1,98,已认证的官方帐号
929,李小卿的小号,FOCAL-POINT,电影/音乐/戏剧/表演/留学/制作,24923,0,636,道奇电影学院 电影制作硕士
930,吴思涵,wu-si-han-47,知识星球「真知拙见」,135561,1,849,Ludwig 癌症研究所 博士后
931,卞卡,198Q,已经不在知乎,210785,1,72,0
932,fifizoo,fei-fei-25-55,已婚  和猫,7605,1,30,0
933,刺猬体验 可达鸭,ci-wei-ti-yan,一起义工旅行吧~,14685,0,88,北京大学 工商管理硕士
934,知乎日报,zhi-hu-ri-bao-51-41,带你正确地逛知乎,14251958,-1,3,已认证的官方帐号
935,张小菁,zhang-xiao-jing-41-63,活着的,6378,-1,145,0
936,北辰,bei-chen-9521,桃李春风一杯酒，江湖夜雨十年灯。,11920,1,47,平方创想教育科技(北京)有限公司 运营专员
937,土巴兔装修家居,tu-ba-tu-86-49,让居住更美好 | 装修就上土巴兔,18269,-1,557,已认证的官方帐号
938,永烨教育,yong-ye-jiao-yu,,83,-1,95,已认证的官方帐号
939,知乎小管家,zhihuadmin,超厉害！顺便招运营人才和其他各类人才。,328389,1,69,知乎 官方帐号
940,知一声,verycool,能文能武，懂一点产品，懂一点技术，非常了解知乎产品功能。,98355,0,5,知乎 官方帐号
941,熊仔,fei-nan-68,编辑|一篇文章卖出1800套口红|好物推荐官,10351,0,34,0
942,旅行小管家,lucyttt,攻略小能手，旅行小管家，发射爱与自由的电波~~~,16,0,0,0
943,刘看山,liu-kan-shan-78,知乎吉祥物，带你发现更有趣的知乎,8137450,1,78,北极狐，知乎全职吉祥物
944,知乎旅行,zhi-hu-lu-xing-96,玩转世界的另一种视角,78069,-1,1,已认证的官方帐号
945,穷游网,qiong-you-wang-46,对世界上瘾,135932,-1,90,已认证的官方帐号
946,Airbnb爱彼迎,airbnb-58,与爱彼迎一起出发，创造一个身在何方都心有归属的世界。,209037,-1,45,已认证的官方帐号
947,搜狐新闻,sou-hu-xin-wen-59,守护独立思考的能力,483,-1,23,已认证的官方帐号
948,故事档案局,gu-shi-dang-an-ju-71,,23356,-1,500,知乎 官方帐号
949,北京互联网法院,bei-jing-hu-lian-wang-fa-yuan,,38270,-1,0,已认证的官方帐号
950,邱晨,heretic,以设计为生，以辩论为乐,162106,0,42,邱晨，奇葩说辩手、米果文化联合创始人
951,梁建章,tian-xu-72-17,旅行，创新,233,1,1,携程集团 联合创始人、董事局主席
952,知乎旅行,zhi-hu-lu-xing-96,玩转世界的另一种视角,78069,-1,1,已认证的官方帐号
953,林军,lin-jun,一互联网老兵，雷锋网总打杂,10826,-1,17,0
954,吴刚,xiao-meng-meng-61-91,,10096,1,1,演员
955,最高人民检察院,zui-gao-ren-min-jian-cha-yuan,,99991,-1,0,已认证的官方帐号
956,阿詹,a-zhan-40,青云大仙,20529,0,10,奇葩说辩手 詹青云
957,知乎小知,zhi-hu-xiao-zhi-80,小知是刚刚诞生的人工智能，希望和你一起探索更大的世界,844,-1,8,已认证的官方帐号
958,阿乐,a-le-85-17,互联网,163,1,9,0
959,盐选科普,yan-xuan-ke-pu-28,,13385,-1,358,知乎 官方帐号
960,人民网,ren-min-wang,权威实力 源自人民,49568,-1,35,已认证的官方帐号
961,张雪峰老师,zhang-xue-feng-lao-shi-88,知名教育博主,10189,1,2,研途考研 VIP 名师，微博知名教育博主
962,人民政协报,ren-min-zheng-xie-bao,,47873,-1,5,已认证的官方帐号
963,知乎好物推荐,zhi-hu-hao-wu-tui-jian,帮助知友买到心仪好物,187661,-1,0,已认证的官方帐号
964,朱一旦的枯燥生活,gen-gen-74,黑色幽默 感谢关注！,120812,1,19,0
965,Alex waker,waker-alex,公众号：Alex_waker    你的偷心人,132925,1,500,0
966,二哥评车,er-ge-ping-che,快手说车第一人,1430,-1,1,快手说车主播
967,知乎考研,zhi-hu-kao-yan,考研路上，看看知乎,14841,-1,40,已认证的官方帐号
968,稚晖,zhi-hui-64-54,AI工程师/手动档钢铁侠/Arduino版主/爱玩硬件,31499,1,16,oppo 算法工程师
969,最美应用,zuimeia,公众号：最美应用，欢迎关注,18367,0,201,0
970,KnowYourself,knowyourself-1,关注自我和内心，觉察即自由。,1451641,-1,1188,已认证的官方帐号
971,郑亚旗,zheng-ya-qi-52,CEO\创业\摄影\潜水\极限运动\家庭教育\数码控,41019,1,57,0
972,何宽,he-kuan,信息不对称才是商业社会的核心。,5933,1,45,0
973,阿詹,a-zhan-40,青云大仙,20529,0,10,奇葩说辩手 詹青云
974,方可成,fangkc,宾大博士生，前《南方周末》记者，政见CNPolitics发起人,57362,1,124,宾夕法尼亚大学 传播学博士在读
975,羊葛莉,yang-ge-li-42,長期偏頭痛,508,-1,0,0
976,东七门,zhao-yang-gong-yuan-dong-qi-men-er,"微信公众号 : dongqimen , 年轻人独特的观点聚集地  ",15862,-1,30,已认证的官方帐号
977,Kyle君,mingkyle420,The Journey is the Reward.,9011,1,5,网易 品牌策划
978,扭蛋机,Kriscdx,影迷，封面出自《乱れる》。,11677,1,28,0
979,周玄毅,zhou-xuan-yi-85,二手哲学家,12543,1,1,0
980,lu hu,lu-hu-10-73,报出名号吓死你,326,0,25,0
981,汪有,wang-you-28,汪有，啥都有,176133,1,233,0
982,谢熊猫君,xiepanda,公众号：谢熊猫君（ID: mrxiexiongmao）,494700,1,462,0
983,周源,zhouyuan,知乎 001 号员工,981389,1,350,知乎 创始人 & CEO
984,带三个表,wangxiaofeng,没帮助，气死你。,318174,1,2323,0
985,纪小城,ji-xiao-cheng-83,稍后介绍,95,1,1,0
986,庞颖,pang-ying-95,真理 光明 自由,28358,0,61,《奇葩说》辩手
987,jasonfu,jasonfu,Master Candidate in HCI,153,1,14,0
988,鱼丸,therefishball,什么也不是生活的全部,283749,0,73,优秀回答者
989,Luke LOU,lukelou,地理学，撰稿人，文博控，在路上,155930,1,62,优秀回答者
990,星球研究所,xing-qiu-yan-jiu-suo,一群国家地理控，专注于探索极致世界。文章首发同名公众号,156016,1,91,0
991,嘻ha旅行,xi-halu-xing-40,年轻人的旅行家 | 微信公众号：嘻ha旅行,21488,-1,95,已认证的官方帐号
992,狐吃狐玩,hu-chi-hu-wan,,513,-1,31,已认证的官方帐号
993,知乎亲子,zhi-hu-qin-zi,陪你一起长大,843483,-1,4,已认证的官方帐号
994,知乎校园,zhi-hu-xiao-yuan-46,发现更大的世界,1403024,-1,19,已认证的官方帐号
995,刘看山,liu-kan-shan-78,知乎吉祥物，带你发现更有趣的知乎,8137467,1,78,北极狐，知乎全职吉祥物
996,大壮,gogobigz,折腾一家营销机构,141887,1,55,优秀回答者
997,与人为善,scorpioseer,出柜/曾带宠物开房车环游过中国/文博控/兴趣广泛/特长很多,44750,1,446,0
998,旅行小管家,lucyttt,攻略小能手，旅行小管家，发射爱与自由的电波~~~,16,0,0,0
999,知乎萌宠,zhi-hu-meng-chong,爱干净、会埋屎、能卖萌,645225,-1,1,已认证的官方帐号
1000,知乎职场,zhi-hu-zhi-chang,知乎职场，给你职场「知」招,1598194,-1,35,已认证的官方帐号
1001,丁吉昌,dingjichang,大宇无限创始人/CEO，前豌豆荚创始成员,4652,1,14,0
1002,贾扬清,jiayangqing,关注人工智能，大数据和产业解决方案,73231,1,66,优秀回答者
1003,黄劼,saintknight,JAVA开发,110,1,58,上海宝信软件股份有限公司 研发经理
1004,曲凯,kaiqu,海归创投人。42章经（ID：MyFortyTwo）有企图心的人都在关注这个公号,127587,1,160,优秀回答者
1005,耐久,luo-lan-63-22,,27104,1,27,优秀回答者
1006,周翔,xiang-zhou-116,"华兴Alpha总负责人, alpha.huaxing.com",4073,1,6,0
1007,杨扬,yang-yang-4-75,在寻找自己的路上/ VC槛内人,9571,0,63,0
1008,李江,li-jiang-96,变革家/科方基金合伙人 投资案例：童办、闪电刷新、万超帮、蜂狂运动。,1007,1,27,0
1009,袁媛,yuanyuanblue,"When the going gets tough ,the tough gets going .",2797,0,1,0
1010,陈悦天,vincentskywalker,@VincentSkywalker,19913,1,186,宁波辰海星河投资管理有限公司 合伙人
1011,allen,xiaoyu-x,创业中 ，前华为工程师， http://weibo.com/1652971961,8331,-1,288,0
1012,随时ok,qian-zhuo-ren,勤能补拙。,7,1,7,0
1013,王策,wang_ce,VC/PE投资，关注互联网、金融、科技等方向,291,-1,11,0
1014,李晓宁,li-xiao-zhu-85-15,创投圈 创始人CEO,3565,1,19,0
1015,陈昊芝,haozhi,触控科技创始人、Cocos游戏引擎、连续创业者,39317,1,46,0
1016,戴周颖,Joeydai,@VC也疯狂,1241,1,41,0
1017,高翔,gao-xiang,,4714,-1,7,0
1018,胡维,whale,前知乎员工,128990,1,619,0
1019,王求乐Albert,wang-qiu-le-albert,苦逼投资人/Geeker知友,310,1,21,0
1020,申华章,hzshen,创业就是做点与众不同的事情。,9402,1,387,0
1021,汪有,wang-you-28,汪有，啥都有,176134,1,233,0
1022,庞颖,pang-ying-95,真理 光明 自由,28358,0,61,《奇葩说》辩手
1023,小状师张,q.zhang,非常熟悉西方的那一套理论,53526,1,0,0
1024,执墨,zhi-mo-92-95,,154,0,1,0
1025,凌云,LINGZHANGYUN,自由记者，半虚构写手,16326,1,2,0
1026,太太,tai-tai-89-3,万古千秋,79,1,236,0
1027,兴哥,xingge2019,资深投资人，国家高级理财规划师,7665,1,40,0
1028,飞天猪,gao-zhan-73-24,,4,1,71,0
1029,冯小疯,feng-xiao-feng-1-91,,1,-1,0,0
1030,加拿大卖马哥,Englishmentor,多村直男，加拿大韬叔VX: Wentao0101gmail,5498,1,740,0
1031,迈凯轮的小范,itachi-kuchiki,汽修小师傅,79,1,10,0
1032,Fy atto,chu-jian-qing-xin-bu-ru-jiu-chu-bu-yan,,815,0,1,0
1033,柴林,Lynn-chai,"Designer, Outsider",386,1,90,0
1034,莱莱,lai-lai-97-31,其实我是个小姐姐,252,0,4,0
1035,小曲儿啵啵啵,xie-yu-58-75-5,自甘堕落,7534,0,103,0
1036,袁霄霄律师,yuan-xiao-xiao-57,律师 写作 法律咨询,7491,1,170,陕西海普睿诚律师事务所 执业律师
1037,健康追逐者,jian-kang-zhui-zhu-zhe-luo-bu-si-13,在阳光下，一路向希。,904,1,6,0
1038,只有三分钟的赛雷,sl3min,公众号：赛雷三分钟,216674,-1,0,科普畅销书作家
1039,盐选科普,yan-xuan-ke-pu-28,,13385,-1,358,知乎 官方帐号
1040,陈楸帆,chenqiufan,Be (Virtually) Real.,24867,1,239,著名科幻作家，代表作品：《迷幻史》《荒潮》《未来病史》《人生算法》等
1041,川戈,hong-jiu-kao-ya-29,原名【红酒烤鸭】／前特稿记者 / 故事的掘墓人,101330,1,80,0
1042,白杨,brucebai,北京，杭州,1048,1,42,0
1043,沈夏冰,shen-xia-bing,营养师终究会获得社会的认可,44331,1,125,0
1044,温义飞,wen-yi-fei-31,用过都说好。,421059,1,123,优秀回答者
1045,共青团中央,gong-qing-tuan-zhong-yang-67,共青团中央知乎官方帐号,865699,1,378,共青团中央 官方帐号
1046,知乎机构号团队,St.Pancras,我有 30000+ 个小伙伴，超厉害,91900,0,7,知乎 官方帐号
1047,朱一旦的枯燥生活,gen-gen-74,黑色幽默 感谢关注！,120814,1,19,0
1048,木瓜吃不胖,wmys,不求光芒万丈，只求光吃不胖！,13194,0,100,0
1049,识食务者,wormhole2,硬核科学吃货 | 淘宝请搜：识食务者 | 进群请加同名公众号,102170,1,90,0
1050,Meika大喵子,mae-feng,个人公号可搜：mae_zihigh,6101,0,97,0
1051,k3爷,lee233333-28,摄影，护肤，美食，爱生活,4936,1,35,0
1052,囊中小夕,yan-xi-xiao-ming,公众号：囊中小夕。只分享干货内容，关于女生变美/成长那些事。,75684,0,80,0
1053,珑珑go,leonalung,同名公众号：珑珑go | 温柔、坚定、又好看，但能吃。,31327,0,41,科技盐究员
1054,蓝大仙人,lan-da-xian-55,智能电视选购，接受私信付费咨询,32850,1,611,科技盐究员
1055,Derrick Zhang,bigface-62,作家、摄影师、果核Group主编,139899,1,109,0
1056,长亭Time,changting-Time,电子产品爱好者，不负关注不忘回复,10075,1,168,0
1057,Navis Li,navisli,消费电子产品评测，不敢妄言，不愿强答，新能源车主,125920,1,294,科技盐究员
1058,Edwin,dredwin,牙齿矫正话题热心网友,50981,1,2124,优秀回答者
1059,超哥,guoyachao,专注跨境电商，回到跨境电商的源头，去开荒。,18502,1,201,海外电商负责人
1060,Madao,a-ding-a,公众号：Madao不开花。只是一个Madao罢了～,14036,0,77,0
1061,夜礼服拉面,1999hong-hong-huo-huo,生活支线玩家,7524,-1,166,0
1062,雪球妈妈,gunxueqiu,公众号：雪球妈妈，陪宝贝一起成长的妈妈。,75263,0,1705,0
1063,陈大可,chen-qi-69-43-69,育儿快乐成长，职场全力以赴，10年德系汽车营销经验,69409,0,325,0
1064,云女友,tan-xia-miao,公众号：女朋友教你穿衣服,64562,0,92,0
1065,沈少Neo,chen-shao-neo,数码、腕表、车、极简生活家。,61017,1,1079,科技盐究员
1066,木子加加,mu-zi-jia-jia-92-50,爱读书，爱分享的非IT男,25949,1,123,什么值得买 生活家
1067,半佛仙人,banfoxianren,我看诸君皆装逼，料诸君看我应如是,323136,1,1143,0
1068,知乎视频,zhi-hu-shi-pin,看见、记录、分享更大的世界。,4628,-1,0,已认证的官方帐号
1069,周源,zhouyuan,知乎 001 号员工,981389,1,350,知乎 创始人 & CEO
1070,刘看山福利社,-7,原「刘看山城市冰屋」，天气暖了冰屋化了，不定期派送福利,102324,-1,67,已认证的官方帐号
1071,知乎小管家,zhihuadmin,超厉害！顺便招运营人才和其他各类人才。,328390,1,69,知乎 官方帐号
1072,知乎好物推荐,zhi-hu-hao-wu-tui-jian,帮助知友买到心仪好物,187661,-1,0,已认证的官方帐号
1073,盐选推荐,zhujiangren,为你推荐知乎优质付费内容,1572427,-1,43827,知乎 官方帐号
1074,丁三胖,ding3p,公众号：丁凡的奇妙世界,47171,1,301,0
1075,共青团中央,gong-qing-tuan-zhong-yang-67,共青团中央知乎官方帐号,865699,1,378,共青团中央 官方帐号
1076,导演张小策,huang-yuan-lang-81,朱一旦的枯燥生活，C座802，编剧/导演,15145,1,21,0
1077,麦龟迪,chen-di-hui,"王者荣耀S13荣耀王者79星
公众号：手游最攻略",65227,0,20,0
1078,章小殷,zhang-xiao-yin-7,传统旗袍制作者,128,0,0,0
1079,lina,lina-42-81-77,好好学习，天天向上,364,0,615,乌鲁木齐市第三小学 信息技术教师
1080,O泡裹奶,opao-guo-nai-86-60,小仙女本仙呀！,1,0,1,0
1081,楠楠丫,nan-nan-ya-96-80,,15,-1,0,0
1082,鸭子姐姐,yi-chun-gong-zuo-shi,温柔的姐姐，为空姐正名，不乱～,344,0,128,0
1083,酒窝,ulrica-68-66,,26,0,0,0
1084,Final海莉,finalhai-li,What？您关注如此凶残又才华貌美的我！那我得是多可爱！耶！,177,0,4,0
1085,拉克丝,teeeeee-72,we are in a dream anyway,97,0,12,0
1086,美少女Lilya,mei-shao-nu-lilya,MBA在读、雅思备考待留学、原某上市公司管培生,5628,0,5,大连海事大学 管理学硕士在读
1087,羊羊,wang-pei-yang-31,,22,0,0,0
1088,陆某某,lu-mou-mou-69-25,,33,-1,0,0
1089,fainie,fainie-42,,71,-1,0,0
1090,腾讯医典,teng-xun-yi-dian,为大众而生的专业医典,15393,-1,48,已认证的官方帐号
1091,Lydia Yang,Alphia,愚蠢是个道德问题。,9562,0,157,0
1092,戴雨森,yusen,真格基金合伙人，聚美优品联合创始人,62501,1,155,真格基金 合伙人
1093,贾樟柯,jia-zhang-ke-45,欢迎关注微信「柯首映」,135259,1,6,电影导演
1094,知乎好物推荐,zhi-hu-hao-wu-tui-jian,帮助知友买到心仪好物,187661,-1,0,已认证的官方帐号
1095,大象公会,da-xiang-gong-hui-12,精 神 食 粮,75844,-1,390,已认证的官方帐号
1096,毕导,bi-xiao-tian-99,膜技术博士，欢迎关注同名公众号“毕导”,293159,1,159,清华大学 化学工程系博士在读
1097,冯不悔,feng-bu-hui-53,亲 关注我 三天后告诉你一个小秘密哦  商务合作可私聊,54463,1,735,0
1098,知乎故事大赛,gu-shi-dang-an-ju,,5157,-1,0,已认证的官方帐号
1099,快手镜相,kuai-shou-jing-xiang,用科技提升每个人独特的幸福感,22198,-1,64,已认证的官方帐号
1100,清欢,mayfly-71-77,,2758,1,25,0
1101,考研老冰棍,kao-yan-lao-bing-gun,帅炸宇宙の某211研究生,9598,1,120,0
1102,见山,jianshanjiaoyu,P大研二/前XDF考研写作讲师,30868,1,58,北京大学 城市与环境学院硕士在读
1103,半夏学长,jin-yi-hao-54,,50182,1,31,0
1104,张雪峰老师,zhang-xue-feng-lao-shi-88,知名教育博主,10189,1,2,研途考研 VIP 名师，微博知名教育博主
1105,自己个儿,wang-ni-mei-60,西安交大电气工程硕士。熟悉电气考研择校和规划，国网招聘,1787,1,180,电气工程硕士在读
1106,经验超市考研,jing-yan-chao-shi,领先的考研专业课辅导品牌,1450,-1,53,已认证的官方帐号
1107,弗兰克扬,fu-lan-ke-yang,一个写作就是为了自引的人,266439,1,823,0
1108,严徒,hmusicman,考研达人，尊为考神,4731,1,31,中山大学 交互设计硕士
1109,大闸蟹i,da-zha-xie-i,超腻害の英语老师：dazhaxie1949,15502,0,152,0
1110,白小鱼,youngfish42,机器学习 | 计算机视觉 | 生物 | 边缘计算,12289,1,134,上海交通大学 电子与信息博士在读
1111,郭某某,guo-zi-tong-93-14,原高校教师、中国计算机学会会员，擅长创业、计算机、升学规划。,1022,1,123,0
1112,考研政治吴坤宇,kao-yan-zheng-zhi-wu-kun-yu-30,一个不那么有名的考研政治名师。,3267,1,129,武汉理工大学 马克思主义理论硕士
1113,Mr.Nacky,ruan-jia-rong,健身小白，歌唱达人！,6878,1,60,北京科技大学 翻译硕士在读
1114,Sparkler,yin-yixin-7,批判的武器不能代替武器的批判,176,1,15,武汉理工大学 环境工程硕士在读
1115,郭二二不二,guo-xiao-chi-19,这个好好吃呀,1357,0,57,0
1116,缺月疏桐,que-yue-shu-tong-13,CS硕士 CV AI 足球 游戏,3677,1,83,0
1117,小蛋卷DeeJane,deejane0104,我女神叫Taylor Swift,70,0,10,0
1118,英语杂货铺,ting-yuan-shen-shen-shen-ji-xu-70,南京师范大学英语系博士(语言学/CDA),9500,1,191,南京师范大学 英语语言文学博士在读
1119,花花师姐,wei-wei-45-51-48,喝哇哈哈长大的刀子嘴豆腐心的可爱善良的学姐,978,0,168,0
1120,刘看山,liu-kan-shan-78,知乎吉祥物，带你发现更有趣的知乎,8137483,1,78,北极狐，知乎全职吉祥物
1121,winningman,zhang-li-53-12-93,半导体行业从业者,62614,1,41,科技盐究员
1122,刘慈欣,liu-ci-xin-68,工程师，作家,93597,1,0,中国科幻作家
1123,浣熊队长,wan-xiong-dui-chang-96,你可拉倒吧,1305,1,113,0
1124,贾扬清,jiayangqing,关注人工智能，大数据和产业解决方案,73231,1,66,优秀回答者
1125,Lele Feng,lele-feng-15,喜欢图形学,10050,0,8,0
1126,楠爷,evenstar,,402418,1,395,优秀回答者
1127,学写作的丧失,zombiewriter,zombiewriter,138734,1,858,0
1128,Maker毕,anderson-76,清华创客空间创始人/爱搞小发明/STEM教育从娃娃抓起,3925,1,39,网易有道 教育项目经理
1129,张汉东,blackanger,资深工程师/  技术作家 / 青少年教育创业者,27220,1,1828,0
1130,周源,zhouyuan,知乎 001 号员工,981389,1,350,知乎 创始人 & CEO
1131,罗福莉,fuliluo,正在找工作的程序媛....,6185,0,9,北京大学 信息科学技术学院硕士在读
1132,灵剑,ling-jian-94,微博一般不上 http://weibo.com/hubo1016,75419,1,3640,优秀回答者
1133,丁香医生,ding-xiang-yi-sheng,有温度、有知识、有态度，新一代大众健康科普。,2513448,-1,622,已认证的官方帐号
1134,量子位,liang-zi-wei-48,有趣的AI&amp;前沿科技→_→ 公众号：QbitAI,212867,-1,254,已认证的官方帐号
1135,邱昊宇,timothyqiu,打杂程序员,6586,1,436,优秀回答者
1136,马前卒,ma-qian-zu,山楂糕、枣泥饼、酸奶冰棍 ——微信公众号【马前卒工作室】,465732,1,1932,0
1137,田渊栋,tian-yuan-dong,Facebook人工智能研究院研究员/研究经理，卡耐基梅隆大学机器人系博士,97032,1,43,优秀回答者
1138,TimberNord,timbernord,公众号:海鲜冷冻厂,50214,1,44,0
1139,老狼,mikewolfwoo,"UEFI固件、服务器、嵌入式产品
(公众号:UEFIblog)",143009,1,258,科技盐究员
1140,WPS Office,wps-office,简单创造不简单,66331,-1,155,已认证的官方帐号
1141,知群,zhi-qun-90,互联网人的知识社群,4216,-1,119,已认证的官方帐号
1142,知群增长研究院,zeng-chang-zhen-tan-she,专注产品推广，行业深入研究，资讯抢先播报,215,1,5,0
1143,Photograph Jun,zhu-sheng-jun-80,心中有情，下笔如风,439,1,42,0
1144,废熊,wang-zhi-heng-87,听说，两个人在一起睡觉，总会有一个人会比另一个先睡着。,5927,1,85,0
1145,喻忘忧,Hemerocallis-Yu,值乎打开有问题，求助请私信,136168,0,422,0
1146,小鹿,you-wu-jun-77,美学爱好者 有趣话多路子野,64737,0,70,0
1147,陈希 Chris,chenxi,,13559,1,8,0
1148,金釗立,godling,修行中,252260,1,591,优秀回答者
1149,MoonMonster,moonmonster,长文流... www.jianjia360.com,118321,1,36,优秀回答者
1150,尤文文,youwenwen,设计师 Yoyo,161373,1,141,优秀回答者
1151,elya,elya,落花流水elya妞~,152803,0,121,0
1152,Riceman 米饭侠,riceman,设计师，播客《UX Coffee 设计咖》制作人,58331,1,23,优秀回答者
1153,胡点Vivian,hudian,不知老之将至,23848,0,83,0
1154,罗飞,luo-fei-77,过气的谐星，永远的陡逼,16544,1,100,0
1155,吞茶嚼花,tcjh,故事真的不缺。,108496,1,71,0
1156,刘少楠,plidezus,产品设计/重度科幻迷/书虫/互联网医疗,3812,1,21,丁香医生 首席产品架构师
1157,5key,5key,阿里巴巴设计中台团队招聘设计师,20933,1,142,用户体验设计师
1158,周北树,clearstars,Love Peace Music,131224,1,100,优秀回答者
1159,江涛,jiangtao,雪球004号员工,3507,1,64,0
1160,PeterLee龍羿,peterleelong-yi,前Keep總主筆/網文作者/漢字搬運工/AEON優秀員工,14313,1,938,永旺商业有限公司 食品部职员
1161,夏超,dong-zhi-63-71,精神分析的信徒，弗洛伊德的粉丝,168,1,1,0
1162,知乎小管家,zhihuadmin,超厉害！顺便招运营人才和其他各类人才。,328390,1,69,知乎 官方帐号
1163,Sterne,Sterne-wie-Staub,"The stars, like dust",6823,1,25,0
1164,刘看山福利社,-7,原「刘看山城市冰屋」，天气暖了冰屋化了，不定期派送福利,102324,-1,67,已认证的官方帐号
1165,云锋金融,yun-feng-jin-rong,港美股交易平台「有鱼股票」，精选基金交易平台「有鱼智投」,91973,-1,309,已认证的官方帐号
1166,什么值得买,shen-me-zhi-de-mai-76-83,认真生活 好好花钱,288903,-1,1195,已认证的官方帐号
1167,知乎机构号团队,St.Pancras,我有 30000+ 个小伙伴，超厉害,91900,0,7,知乎 官方帐号
1168,Sean Ye,sean-yenan,公众号：瞎说职场 HRinsight,560593,1,436,优秀回答者
1169,丁香医生,ding-xiang-yi-sheng,有温度、有知识、有态度，新一代大众健康科普。,2513448,-1,622,已认证的官方帐号
1170,好好住,hao-hao-zhu-17,「好好住APP」解决各种家居疑难杂症,307330,-1,421,已认证的官方帐号
1171,KY主创,knowurself,人人都能看懂，但只有一部分人才会喜欢的泛心理学,250161,0,54,0
1172,Lens,lens-27,即使是一道最微弱的光，我们也要把它洒向需要温暖的生活…,667034,-1,423,已认证的官方帐号
1173,知乎电子书,zhi-hu-dian-zi-shu,,189423,-1,13,已认证的官方帐号
1174,河森堡,hesenbao,国家博物馆讲解员,397982,1,115,0
1175,寺主人,sizhuren,160w女性都关注的微信号“女神进化论”,905151,1,190,0
1176,曾旻Zeng Min,minzeng,人类观察。公众号：曾旻（zengmin）,295814,1,165,发展与教育心理学硕士
1177,韧心旎,sherillren,美国心旎心理工作室首席咨询师 华盛顿州教育局SEL顾问,231637,0,28,美国心旎性格成长工作室 首席咨询师
1178,叶赌徒,yetingjun,这个人很懒，什么都没有写,234662,1,128,实验心理学博士在读
1179,冯慎行,emogap,,129653,1,98,优秀回答者
1180,猎鹰飞行俱乐部,xi-ying-fei-xing-ju-le-bu,猎鹰飞行俱乐部官方媒体号,185,-1,16,0
1181,愁飞 王逍瑕,wang-xiao-xia-22-12,,30646,1,953,0
1182,雲绯,yun-fei-68-87,哈迷微信号：戈德里克山谷,85140,0,866,0
1183,张方,zhang-fang-3-23,合作微信：zhangfang1990726。微博@皇叔张方,141711,1,412,0
1184,郑渊洁,zheng-yuan-ji-94,作家,868,-1,0,0
1185,曦曦,xi-xi-42-8,,19,0,3,0
1186,阿猴HOSEA,liu-hong-jia,微博@阿猴HOSEA / 前小米程序员 / 伦敦艺术大学中央圣马丁摄影硕士,114844,1,56,英国伦敦艺术大学 摄影硕士
1187,NinaRicciJj,ninariccijj,,116,0,0,0
1188,木匠小强,mu-jiang-xiao-qiang,我爹是木匠，我也是,202368,1,707,北京良禽佳木家居有限公司 联合创始人
1189,饼干,bing-gan-61-29-75,贵乎厉害了，xju833小号,12294,1,69,0
1190,潘潘,pan-pan-21-29-28,biu～工业遗产爱好者～废墟探险小能手～,32,0,21,0
1191,kamilios,kamilios,变形金刚爱好者，个人公众号TF_Toy,8881,1,27,优秀回答者
1192,Perry Song,perry-song,语言爱好者 / 基督徒 / 私募,24746,1,399,0
1193,inhiu,inhiu,废墟探险 光绘摄影 公众号：illusion-in-ruins,23343,0,3,0
1194,CrayLin,craylin,,8126,1,35,0
1195,陈允信,simschen,视觉调研／品牌设计,85550,1,36,0
1196,张伟,zhuangweizhihu,so called 世相君,3108,1,7,0
1197,龙荻,di-long-27,永远的反对党,5812,0,101,0
1198,不再说,smile001,等这个故事说完，我就回去娶你。,93504,1,60,0
1199,文嘉,shen-lei-57,,26092,1,35,0
1200,SasiThara,SasitharaWANG,匿名用户，没有公众号,38,0,10,0
1201,江南春,jiang-nan-chun-73,,6420,1,9,分众传媒 董事长兼首席执行官
1202,芈十四,mishisi,生性多疑，唯不疑爱,246577,0,376,0
1203,PR公敌,PRjackass,《一个公关狗的自我修养》作者,11837,1,232,0
1204,李恒,li1heng,光学工程师 / 不懂光学,4411,1,358,优秀回答者
1205,庄明浩（rosicky311）,rosicky311,创业失败的VC行业小兵一枚,283876,1,663,优秀回答者
1206,你的KK,Kirio,本人偶尔在线，大多数不在线。,84416,-1,51,0
1207,熊熊熊熊熊熊熊,xiong-xiong-xiong-xiong-xiong-xiong-xiong,Soda App Co-founder,13102,0,7,0
1208,汪有,wang-you-28,汪有，啥都有,176134,1,233,0
1209,庞颖,pang-ying-95,真理 光明 自由,28358,0,61,《奇葩说》辩手
1210,小状师张,q.zhang,非常熟悉西方的那一套理论,53526,1,0,0
1211,执墨,zhi-mo-92-95,,154,0,1,0
